experience_years,education_level,gender,race,income
19.5,1,Male,GroupB,>50K
19.4,3,Male,GroupA,>50K
17.2,3,Female,GroupA,>50K
11.6,3,Male,GroupA,>50K
6.5,2,Female,GroupA,<=50K
17.9,3,Female,GroupB,>50K
14.7,2,Male,GroupA,>50K
3.7,3,Male,GroupA,<=50K
15.0,4,Male,GroupC,>50K
14.6,2,Male,GroupB,>50K
4.1,2,Female,GroupA,<=50K
14.2,2,Female,GroupB,<=50K
13.9,2,Male,GroupB,>50K
0.8,3,Female,GroupA,<=50K
16.1,2,Male,GroupB,>50K
6.3,3,Male,GroupA,>50K
0.5,2,Female,GroupA,<=50K
18.5,4,Male,GroupB,>50K
6.8,2,Male,GroupC,<=50K
10.5,2,Female,GroupA,<=50K
6.2,3,Female,GroupB,<=50K
17.7,3,Male,GroupA,>50K
7.6,2,Male,GroupA,<=50K
5.8,2,Male,GroupC,<=50K
0.5,3,Male,GroupA,<=50K
17.2,2,Female,GroupB,<=50K
9.8,2,Female,GroupC,<=50K
15.2,2,Female,GroupA,<=50K
17.8,2,Male,GroupB,>50K
14.9,3,Male,GroupC,>50K
5.4,1,Male,GroupA,>50K
9.8,3,Male,GroupC,>50K
19.8,3,Male,GroupC,>50K
4.3,2,Male,GroupB,<=50K
11.2,1,Female,GroupA,<=50K
5.0,3,Male,GroupA,>50K
5.9,2,Male,GroupC,<=50K
5.8,2,Female,GroupB,<=50K
18.3,2,Male,GroupA,>50K
9.8,2,Male,GroupB,<=50K
14.1,1,Male,GroupA,>50K
9.3,2,Male,GroupB,<=50K
18.9,1,Female,GroupB,<=50K
9.2,1,Male,GroupA,<=50K
2.7,1,Female,GroupB,<=50K
1.3,3,Male,GroupA,>50K
5.6,2,Male,GroupB,<=50K
12.4,2,Male,GroupA,>50K
3.1,2,Female,GroupA,<=50K
18.7,4,Female,GroupA,>50K
10.6,2,Male,GroupA,<=50K
16.3,3,Male,GroupA,>50K
14.8,1,Female,GroupA,>50K
3.1,3,Male,GroupA,>50K
16.1,4,Female,GroupB,>50K
9.3,3,Female,GroupC,<=50K
1.8,3,Male,GroupA,<=50K
4.5,2,Male,GroupA,<=50K
10.8,3,Male,GroupC,>50K
5.7,1,Male,GroupA,<=50K
8.9,3,Male,GroupA,>50K
1.4,3,Male,GroupB,<=50K
7.2,2,Male,GroupB,<=50K
2.6,2,Male,GroupA,<=50K
5.4,2,Male,GroupB,<=50K
6.7,3,Female,GroupA,<=50K
3.1,1,Male,GroupB,<=50K
6.2,3,Male,GroupA,>50K
7.9,3,Male,GroupA,>50K
13.9,2,Male,GroupB,>50K
14.3,2,Male,GroupA,>50K
7.9,3,Female,GroupB,<=50K
17.3,3,Male,GroupA,>50K
3.1,2,Male,GroupA,<=50K
14.6,4,Male,GroupA,>50K
18.7,4,Female,GroupA,>50K
10.4,2,Male,GroupA,>50K
19.9,2,Male,GroupA,>50K
13.5,2,Male,GroupA,>50K
7.4,3,Female,GroupA,>50K
17.5,2,Female,GroupA,<=50K
13.6,3,Male,GroupC,>50K
7.2,2,Male,GroupA,<=50K
0.6,2,Male,GroupB,<=50K
14.5,2,Male,GroupB,>50K
12.7,3,Female,GroupC,<=50K
19.3,1,Male,GroupA,>50K
5.6,3,Male,GroupA,>50K
17.2,3,Female,GroupC,<=50K
19.4,4,Male,GroupC,>50K
10.6,2,Male,GroupA,>50K
2.8,2,Male,GroupA,<=50K
3.5,3,Male,GroupA,>50K
11.6,1,Male,GroupB,<=50K
0.2,1,Male,GroupA,<=50K
18.7,4,Male,GroupA,>50K
14.9,3,Male,GroupB,>50K
15.1,3,Male,GroupC,>50K
8.4,1,Male,GroupB,<=50K
11.0,2,Male,GroupA,>50K
5.8,4,Female,GroupA,<=50K
18.6,3,Male,GroupB,>50K
16.2,1,Male,GroupA,>50K
3.6,2,Female,GroupC,<=50K
6.9,1,Male,GroupA,>50K
14.9,2,Male,GroupC,<=50K
0.2,2,Female,GroupA,<=50K
17.4,1,Female,GroupA,<=50K
4.9,1,Male,GroupC,<=50K
17.9,2,Male,GroupA,>50K
15.4,1,Female,GroupA,<=50K
18.6,2,Male,GroupA,>50K
8.2,3,Female,GroupA,<=50K
3.6,1,Female,GroupA,<=50K
17.8,3,Male,GroupB,>50K
19.7,1,Male,GroupA,>50K
12.1,3,Male,GroupA,>50K
18.0,3,Female,GroupA,>50K
7.4,3,Male,GroupB,<=50K
11.1,4,Male,GroupC,<=50K
7.0,2,Female,GroupA,<=50K
0.1,3,Male,GroupB,<=50K
10.5,3,Male,GroupC,<=50K
17.2,2,Male,GroupA,>50K
10.8,4,Male,GroupA,>50K
6.7,2,Female,GroupB,<=50K
15.6,2,Female,GroupB,<=50K
1.9,1,Male,GroupA,<=50K
11.8,3,Male,GroupA,>50K
5.4,3,Female,GroupA,<=50K
13.2,4,Male,GroupB,>50K
9.6,3,Male,GroupB,>50K
4.1,3,Female,GroupA,<=50K
6.8,2,Male,GroupA,>50K
10.6,3,Female,GroupA,<=50K
11.7,4,Female,GroupA,>50K
9.0,2,Female,GroupA,<=50K
8.6,2,Male,GroupA,>50K
9.5,2,Female,GroupA,<=50K
16.2,3,Male,GroupA,>50K
5.7,4,Female,GroupC,<=50K
1.5,2,Female,GroupA,<=50K
15.2,2,Male,GroupA,>50K
17.4,2,Male,GroupA,>50K
6.1,3,Female,GroupA,<=50K
0.8,2,Male,GroupB,<=50K
2.3,1,Male,GroupA,<=50K
12.9,2,Male,GroupA,>50K
8.0,1,Male,GroupA,<=50K
0.7,3,Male,GroupB,<=50K
1.6,1,Male,GroupC,<=50K
14.8,2,Male,GroupC,<=50K
17.4,2,Male,GroupA,>50K
1.9,3,Female,GroupA,<=50K
11.3,1,Male,GroupB,<=50K
4.9,1,Female,GroupA,<=50K
4.0,2,Female,GroupB,<=50K
16.4,3,Male,GroupA,>50K
13.5,3,Male,GroupA,>50K
12.6,3,Male,GroupA,>50K
2.0,3,Female,GroupB,<=50K
12.5,1,Female,GroupA,<=50K
12.3,2,Male,GroupA,>50K
19.3,1,Male,GroupA,>50K
2.8,2,Male,GroupB,<=50K
17.6,3,Male,GroupB,>50K
5.6,3,Male,GroupA,<=50K
7.2,2,Male,GroupA,>50K
7.5,3,Male,GroupC,<=50K
0.8,3,Male,GroupC,<=50K
13.1,3,Male,GroupA,>50K
17.4,2,Female,GroupC,<=50K
15.9,2,Male,GroupA,>50K
13.5,1,Male,GroupA,>50K
14.1,3,Male,GroupB,>50K
7.4,3,Male,GroupA,>50K
10.4,2,Female,GroupA,<=50K
13.8,1,Male,GroupA,>50K
0.1,3,Male,GroupA,<=50K
13.9,1,Male,GroupB,<=50K
13.2,3,Female,GroupA,>50K
8.2,1,Female,GroupA,<=50K
2.9,2,Female,GroupA,<=50K
9.8,2,Male,GroupB,>50K
14.5,2,Male,GroupA,>50K
1.5,3,Male,GroupA,<=50K
3.2,2,Female,GroupA,<=50K
10.2,2,Male,GroupA,>50K
1.5,1,Male,GroupB,<=50K
13.2,2,Male,GroupA,>50K
11.3,3,Female,GroupA,<=50K
17.9,3,Male,GroupC,>50K
4.8,2,Male,GroupB,<=50K
16.5,1,Male,GroupA,>50K
0.6,4,Female,GroupA,<=50K
13.3,2,Female,GroupA,<=50K
2.4,3,Male,GroupB,<=50K
17.2,2,Male,GroupB,>50K
12.0,3,Male,GroupA,>50K
14.1,3,Male,GroupA,>50K
14.5,4,Female,GroupA,>50K
17.5,3,Male,GroupA,>50K
8.5,2,Male,GroupA,>50K
6.3,2,Male,GroupA,>50K
5.9,1,Male,GroupA,<=50K
6.8,2,Female,GroupB,<=50K
4.6,3,Male,GroupA,>50K
19.0,4,Male,GroupB,>50K
9.7,2,Female,GroupA,<=50K
12.3,2,Female,GroupA,>50K
1.8,4,Female,GroupA,<=50K
2.8,1,Male,GroupB,<=50K
18.2,1,Male,GroupA,>50K
0.9,2,Male,GroupA,>50K
0.4,3,Male,GroupA,<=50K
6.5,2,Male,GroupA,>50K
4.1,2,Male,GroupA,<=50K
10.4,2,Female,GroupA,<=50K
12.7,2,Male,GroupB,>50K
19.0,2,Male,GroupB,>50K
18.0,2,Male,GroupA,>50K
19.6,2,Female,GroupA,>50K
12.2,1,Female,GroupB,<=50K
10.1,3,Female,GroupA,<=50K
8.4,2,Male,GroupB,>50K
9.5,1,Male,GroupB,<=50K
11.4,3,Female,GroupA,<=50K
11.7,2,Male,GroupB,<=50K
16.3,4,Male,GroupA,>50K
13.2,2,Male,GroupB,>50K
8.4,2,Male,GroupA,>50K
10.1,2,Female,GroupB,<=50K
6.0,3,Male,GroupA,>50K
18.8,4,Female,GroupC,>50K
15.4,3,Female,GroupA,>50K
17.9,1,Female,GroupA,<=50K
2.1,2,Male,GroupA,<=50K
15.9,3,Female,GroupA,>50K
7.2,3,Male,GroupA,>50K
14.7,2,Male,GroupB,>50K
2.1,2,Male,GroupA,<=50K
6.4,2,Male,GroupA,>50K
8.9,2,Male,GroupA,>50K
3.2,2,Male,GroupB,<=50K
8.4,2,Male,GroupC,<=50K
8.6,1,Male,GroupA,>50K
0.8,3,Male,GroupA,>50K
11.7,2,Male,GroupA,>50K
13.6,1,Male,GroupA,>50K
14.7,1,Male,GroupA,>50K
17.4,3,Male,GroupB,>50K
4.1,3,Male,GroupA,<=50K
17.0,2,Female,GroupC,<=50K
6.4,2,Female,GroupA,<=50K
19.0,2,Female,GroupA,>50K
18.6,2,Female,GroupA,>50K
3.1,2,Female,GroupA,<=50K
10.3,3,Male,GroupA,>50K
13.3,4,Female,GroupA,>50K
14.6,1,Male,GroupA,>50K
2.7,4,Male,GroupB,<=50K
14.5,4,Female,GroupC,<=50K
19.7,2,Male,GroupA,>50K
17.0,4,Female,GroupA,>50K
4.0,2,Female,GroupB,<=50K
4.7,3,Male,GroupA,>50K
17.1,3,Male,GroupB,>50K
9.8,3,Male,GroupA,>50K
14.4,3,Male,GroupA,>50K
3.5,3,Male,GroupB,<=50K
15.8,2,Male,GroupB,>50K
13.6,4,Female,GroupA,>50K
11.2,4,Male,GroupA,>50K
14.7,4,Male,GroupA,>50K
14.9,1,Female,GroupA,<=50K
10.2,2,Male,GroupA,>50K
14.3,3,Male,GroupA,>50K
18.4,3,Male,GroupC,>50K
13.0,2,Male,GroupC,>50K
13.7,4,Male,GroupC,>50K
5.2,1,Male,GroupC,<=50K
17.4,1,Male,GroupA,>50K
17.8,3,Male,GroupC,<=50K
18.9,2,Male,GroupC,<=50K
2.7,2,Male,GroupA,<=50K
5.2,2,Male,GroupB,<=50K
18.5,2,Male,GroupA,>50K
3.1,1,Male,GroupA,<=50K
7.8,2,Male,GroupA,>50K
18.6,2,Male,GroupA,>50K
16.8,2,Male,GroupC,>50K
12.6,2,Female,GroupB,<=50K
19.1,3,Male,GroupB,>50K
0.9,4,Male,GroupB,<=50K
18.1,2,Male,GroupA,>50K
15.5,2,Female,GroupA,>50K
11.7,1,Male,GroupA,>50K
9.9,2,Male,GroupB,>50K
13.9,3,Male,GroupB,>50K
0.3,2,Male,GroupA,<=50K
0.2,1,Male,GroupC,<=50K
15.0,2,Female,GroupA,<=50K
8.8,2,Male,GroupB,<=50K
17.1,1,Male,GroupA,>50K
1.3,3,Male,GroupA,>50K
2.0,3,Female,GroupB,<=50K
7.4,3,Female,GroupB,<=50K
0.4,1,Male,GroupB,<=50K
7.5,3,Male,GroupA,>50K
8.6,1,Female,GroupA,<=50K
15.2,2,Male,GroupA,>50K
8.9,2,Male,GroupC,<=50K
15.5,2,Male,GroupA,>50K
6.4,1,Female,GroupA,<=50K
4.2,3,Male,GroupA,>50K
12.6,1,Male,GroupB,<=50K
1.7,4,Male,GroupB,<=50K
16.8,2,Female,GroupA,>50K
13.4,2,Male,GroupC,>50K
0.5,1,Male,GroupA,<=50K
8.5,4,Male,GroupA,>50K
7.8,4,Female,GroupC,<=50K
6.2,4,Female,GroupC,<=50K
4.7,4,Male,GroupA,>50K
15.3,2,Female,GroupA,<=50K
5.2,3,Male,GroupB,<=50K
12.8,1,Female,GroupA,<=50K
12.8,4,Male,GroupA,>50K
18.9,4,Male,GroupA,>50K
10.6,1,Male,GroupA,>50K
2.4,3,Male,GroupA,>50K
11.4,2,Female,GroupB,<=50K
15.9,2,Male,GroupA,>50K
16.3,2,Male,GroupA,>50K
5.7,1,Female,GroupA,<=50K
13.5,2,Male,GroupB,>50K
8.3,2,Female,GroupA,<=50K
3.6,2,Male,GroupB,<=50K
6.7,2,Male,GroupB,<=50K
12.3,1,Male,GroupA,<=50K
13.6,2,Male,GroupC,<=50K
13.9,2,Female,GroupA,<=50K
18.2,3,Male,GroupA,>50K
11.9,4,Male,GroupB,>50K
5.6,3,Male,GroupA,>50K
3.6,1,Male,GroupA,<=50K
19.3,2,Male,GroupA,>50K
8.4,2,Female,GroupC,<=50K
5.5,3,Female,GroupA,>50K
5.6,2,Male,GroupB,>50K
11.1,2,Male,GroupA,>50K
14.9,2,Male,GroupA,>50K
6.5,1,Male,GroupA,<=50K
11.7,2,Male,GroupA,>50K
7.7,4,Male,GroupB,>50K
0.5,2,Male,GroupB,<=50K
14.1,2,Female,GroupA,<=50K
14.6,1,Male,GroupA,>50K
10.4,1,Male,GroupA,<=50K
3.6,1,Female,GroupB,<=50K
2.1,2,Male,GroupA,<=50K
9.9,4,Male,GroupB,>50K
12.4,1,Male,GroupA,>50K
10.4,1,Male,GroupA,>50K
5.9,2,Male,GroupA,<=50K
1.8,2,Male,GroupA,<=50K
1.7,2,Male,GroupA,<=50K
12.6,2,Male,GroupB,>50K
3.3,2,Male,GroupA,<=50K
18.1,1,Male,GroupA,>50K
6.7,2,Male,GroupB,<=50K
5.2,2,Male,GroupA,>50K
11.8,3,Female,GroupA,>50K
1.1,4,Male,GroupA,>50K
5.9,1,Male,GroupA,<=50K
9.5,2,Female,GroupA,<=50K
2.2,1,Male,GroupC,<=50K
19.9,1,Male,GroupA,>50K
0.2,1,Female,GroupA,<=50K
19.3,2,Male,GroupA,>50K
3.0,3,Female,GroupA,<=50K
19.0,1,Female,GroupA,<=50K
13.4,1,Male,GroupC,<=50K
4.7,2,Male,GroupB,<=50K
14.3,4,Female,GroupA,>50K
12.6,2,Male,GroupA,>50K
17.9,1,Female,GroupA,>50K
7.0,1,Male,GroupB,<=50K
4.8,2,Male,GroupA,<=50K
4.6,3,Female,GroupA,<=50K
19.1,3,Male,GroupA,>50K
4.2,1,Male,GroupB,<=50K
13.9,4,Male,GroupC,>50K
3.4,4,Male,GroupA,>50K
3.5,2,Male,GroupB,<=50K
2.1,3,Male,GroupC,<=50K
6.4,2,Female,GroupA,<=50K
0.3,3,Male,GroupB,<=50K
12.2,1,Male,GroupC,<=50K
11.9,2,Male,GroupB,>50K
12.4,3,Male,GroupA,>50K
9.0,1,Female,GroupA,<=50K
9.6,2,Male,GroupA,<=50K
2.7,3,Male,GroupA,>50K
7.9,1,Male,GroupA,<=50K
11.4,3,Female,GroupB,<=50K
0.9,3,Male,GroupA,<=50K
4.8,3,Female,GroupC,<=50K
5.2,3,Female,GroupA,<=50K
9.6,2,Male,GroupA,>50K
12.3,1,Male,GroupA,>50K
8.4,2,Male,GroupB,<=50K
10.6,2,Female,GroupA,<=50K
0.7,4,Male,GroupA,>50K
10.9,3,Male,GroupC,>50K
17.0,1,Male,GroupB,>50K
2.8,4,Male,GroupA,>50K
13.6,1,Female,GroupA,<=50K
2.4,3,Male,GroupB,<=50K
2.1,2,Male,GroupA,<=50K
16.0,3,Female,GroupA,>50K
7.7,1,Female,GroupA,<=50K
4.4,2,Female,GroupA,<=50K
16.1,2,Female,GroupC,<=50K
14.7,2,Female,GroupA,<=50K
14.1,2,Female,GroupA,<=50K
8.7,3,Male,GroupA,>50K
16.4,2,Male,GroupA,>50K
4.6,1,Male,GroupB,<=50K
8.3,3,Female,GroupA,<=50K
5.4,3,Male,GroupA,>50K
16.2,4,Female,GroupB,<=50K
8.6,2,Male,GroupC,<=50K
12.8,2,Male,GroupA,>50K
10.9,3,Male,GroupC,<=50K
7.1,4,Male,GroupB,>50K
19.4,4,Female,GroupA,>50K
5.7,1,Male,GroupC,<=50K
17.9,1,Male,GroupB,>50K
17.7,1,Male,GroupB,>50K
3.5,3,Male,GroupA,>50K
14.5,3,Male,GroupB,>50K
16.0,2,Male,GroupA,>50K
15.5,1,Female,GroupB,<=50K
13.2,3,Male,GroupB,>50K
1.7,1,Male,GroupA,<=50K
